Count of A1C Result Value,A1c Min Value,A1c Avg Value,A1c Max Value
6,8,8.78,10.4
5,5.7,5.96,6.1
5,6,6.54,7
3,7,7.43,7.8
8,6.2,7.15,9.1
4,8.8,9.38,9.8
6,7.5,9.4,12.9
4,6.8,7.75,9
2,7.8,9.8,11.8
9,6.2,6.9,7.6
3,9.3,9.73,10
4,5.8,6.03,6.4
2,9.6,10.15,10.7
3,9.9,11.07,13.4
3,9.9,10.57,11
13,6.6,7.98,10
6,7.1,8.33,9.6
3,5.4,5.53,5.6
5,6.3,7.66,9.6
6,5.8,8.78,11.9
6,7,9.53,10.6
12,6.2,10.29,16.1
1,10,10,10
4,9.4,10.45,11.6
3,7,7.3,7.5
3,5.7,5.97,6.3
3,5.8,5.9,6.1
3,5.8,6.43,7
3,12.7,13.3,14
5,8.3,9.74,11.2
3,8.1,8.6,9
5,5.4,6.1,7.4
5,6.4,7.42,8.9
2,7.3,7.95,8.6
11,5.4,5.68,6.2
10,7.6,8.75,9.4
3,6.9,8.37,9.9
4,5.8,7.33,10.7
2,6.3,6.45,6.6
2,9.6,10.15,10.7
8,6,6.63,7.9
5,6.8,7.1,7.5
6,7.5,8.28,9.4
4,5.8,6.15,6.6
4,7.8,8.8,9.5
5,5.4,5.58,5.8
3,6.6,7.03,7.7
3,10.2,12.37,14.1
4,8,8.43,9.5
3,6.7,6.93,7.2
15,6.8,7.33,8.1
2,6.5,6.7,6.9
5,7.6,8.08,8.6
5,5.6,6.26,7.2
8,6.1,7.58,8.9
3,5.2,5.6,5.9
4,7.7,8.28,9
5,5.2,5.5,6.1
7,5.7,7.04,8.5
4,6.2,6.53,7.1
4,5.8,6.03,6.3
7,5.8,6.19,6.6
3,7,7.13,7.4
3,8.1,8.53,8.8
4,11.7,12.28,13
2,6,6.1,6.2
3,8,8.5,9.2
4,6.5,7.23,8
6,8.9,9.78,10.5
8,5.1,5.55,5.8
1,12.3,12.3,12.3
3,5.9,6,6.1
1,12.1,12.1,12.1
4,5.3,5.33,5.4
8,5.5,6.26,7
4,6.1,7.63,8.5
8,6.7,7.18,7.9
5,5.5,8.22,10.5
6,5.4,5.72,5.9
5,8.3,9.98,11.9
3,5.7,6.07,6.3
7,7.2,8.37,9.6
2,6.6,7.05,7.5
4,6.5,6.98,7.4
2,9,9.5,10
4,5.7,6.2,6.6
3,6.8,7.07,7.4
3,6.6,7,7.6
6,6.6,7.03,7.6
4,6.1,6.33,6.5
1,6.9,6.9,6.9
6,6.9,9.67,13.6
3,6.6,7.07,7.6
1,7.2,7.2,7.2
4,6.9,7.35,7.6
5,6.1,6.38,6.6
3,7.5,8.2,9.5
4,7,10.48,12.9
3,6.1,6.77,7.4
3,8,10.4,12.5
2,7,7,7
14,6.7,7.78,8.7
4,5.5,5.63,5.7
5,7.9,10.32,11.9
3,10.5,11.17,12.2
6,5.6,6.58,7.7
2,6,6.2,6.4
6,4.8,5.12,5.8
3,6.7,7.73,8.3
1,11,11,11
3,11.2,12.1,13.4
2,6.4,8.45,10.5
10,6.4,6.93,7.5
9,5.8,7.04,9.4
3,7.6,7.67,7.7
7,6.2,6.59,7.1
6,7.8,8.67,9.6
3,11.1,12.67,14.2
5,8.1,9.36,10.4
1,8.6,8.6,8.6
4,5.9,6.23,6.4
4,4.9,8.55,11.8
4,8.1,10.33,12.5
2,7.6,10.4,13.2
6,6.8,7.4,7.6
3,9.4,10.13,11.3
2,7.3,9.7,12.1
4,8.1,8.38,9.1
8,8.3,9.96,11.3
6,6.8,7.3,8.3
3,5.2,6.17,7.8
6,8,8.35,9.1
4,7.7,8.23,8.6
2,7.3,11.5,15.7
1,5.1,5.1,5.1
3,6.8,6.97,7.1
8,6.6,7.04,7.3
2,5.1,7.3,9.5
5,9.9,11.64,12.9
7,10,11.93,13.4
3,11.7,13.17,14
5,8.6,9.44,11
6,6.7,8.42,13.5
4,7.6,8.1,8.3
3,7.2,7.73,8.3
3,6,6.1,6.2
3,5.8,6.03,6.4
7,7.2,8.01,8.8
3,7.9,8.43,8.7
5,5.8,6.2,6.5
3,10.8,12.6,14
4,8.1,8.53,9.2
9,7.9,9.7,10.9
2,10.1,10.3,10.5
6,6.6,9.65,10.9
8,6.5,7.69,8.3
5,8.3,9.54,10.5
6,5.7,5.93,6
5,6.2,7.48,8.1
5,8,9.16,11.5
5,6.5,7.26,8.9
15,5.5,7.11,12.9
10,9.9,11.66,14.4
6,7.5,8.03,8.6
1,12.6,12.6,12.6
6,8.7,10.62,12.3
3,6.8,8.67,10.8
3,9.5,11.9,14
4,6.4,6.63,6.9
5,7.3,9.14,10.2
3,6.6,7.17,7.8
8,6.4,6.7,7
2,7.9,8.45,9
8,6,7.41,11
10,11.3,12.21,14.1
3,11.2,11.73,12.5
7,6.1,6.23,6.6
5,8,8.36,8.7
8,8.6,9.08,9.7
4,8.8,10.08,12
1,12.9,12.9,12.9
2,4.9,5,5.1
7,6.9,8.6,10.8
5,6.7,7.28,8.7
5,6.5,7.34,9.3
7,6.3,7.26,8.1
6,6.4,6.75,7
4,6,6.48,7
7,5.7,8.06,13.1
1,10.2,10.2,10.2
3,6.5,6.87,7.2
2,8.2,9.55,10.9
8,6.1,8.03,13.9
5,4.8,5.22,5.6
4,6.1,6.25,6.4
3,5.3,5.73,6
3,7.8,8.33,8.8
3,10.9,11.23,11.5
7,9.1,10.73,12.6
5,6.4,7.38,8
5,10.1,10.84,11.8
7,7.2,8.03,9.1
8,11.3,12.33,14.1
2,9.3,9.35,9.4
9,6.4,7.96,9.6
5,6.4,10.04,17.5
9,6.7,7.7,9.9
8,7.4,7.74,8.2
1,9.2,9.2,9.2
8,7.4,8.34,9.9
4,7.5,8.1,8.9
4,8.6,8.88,9.3
4,7.6,8.7,9.9
4,11.4,12.05,12.9
3,9.2,11,12.5
4,5.8,6.13,6.7
1,10.6,10.6,10.6
3,6,6.53,7.4
1,5,5,5
7,6.8,9.53,13.4
4,6.2,6.38,6.5
4,7,7.83,8.5
5,6.2,7.38,8.4
5,8.2,8.86,9.4
1,12.3,12.3,12.3
5,7.8,8.56,9.4
4,6.1,6.48,6.8
4,7.7,9.23,10.8
6,6.4,10.37,11.8
8,6.8,7.46,8.2
1,11.6,11.6,11.6
2,6.7,7.6,8.5
4,5.1,7.1,9.2
3,5.9,6.5,7.6
4,8.4,9.5,10.7
5,8.1,9.32,10.4
8,7.9,9.01,9.9
8,8.4,10.2,11.5
3,11,11.23,11.6
2,7,8.1,9.2
1,9.4,9.4,9.4
2,5.7,5.75,5.8
4,7.7,9.75,11.1
7,6.2,9.31,13.9
5,11.6,14.2,16.3
17,6,6.13,6.5
2,6.6,6.7,6.8
4,6.1,6.6,7.1
3,8.1,9.6,11.5
4,7.5,8.6,9.9
4,6.6,7.7,8.9
3,8.9,10.4,11.6
2,7,7.25,7.5
5,5.8,6.28,7
6,7.4,9.43,13.3
4,6.6,6.9,7.2
3,8.4,8.7,9.2
4,9.3,9.53,9.8
8,6.4,7.63,10.1
1,7.5,7.5,7.5
9,8.3,8.73,9.3
7,6.2,6.97,7.8
2,9,9.25,9.5
7,7.4,8.29,9
4,5.9,6.98,8
3,6.6,6.7,6.8
6,10,10.78,11.3
3,9.5,9.87,10.6
8,6.7,7.89,8.5
1,9,9,9
5,9.6,10.2,11
5,7.5,8.26,8.8
2,7.4,7.7,8
2,7.6,7.9,8.2
2,8,8.3,8.6
4,7.4,7.78,8.6
5,5.3,5.7,6.1
4,7.2,8.53,12.2
6,9.2,10.65,11.8
4,7,7.23,7.5
8,6.5,8.01,9.1
4,7.9,8.98,10.2
2,9,9.2,9.4
2,5,8.45,11.9
3,6.6,6.73,7
4,7,7.88,8.5
4,7.7,8.65,9.8
6,8.5,9.23,10
4,7.4,9.1,11.9
5,6.6,7.46,8
3,6.4,7.03,8.1
8,5.8,6.1,6.7
1,11.6,11.6,11.6
5,7.1,7.36,7.6
4,7.7,8,8.4
9,9.1,9.98,10.8
17,6.6,7.71,8.5
4,6.2,6.43,6.6
6,6.7,7.13,7.7
5,6.8,7.68,8.7
2,8.5,8.7,8.9
1,8.5,8.5,8.5
3,7.6,8.5,10.1
3,6.5,7.17,7.5
4,5.6,5.78,6
5,8.1,8.54,8.9
5,9,9.74,10.7
7,6.6,7.1,8.4
6,7,7.72,8.5
5,7.9,8.22,8.6
4,7,7.73,8.3
3,10,10.37,10.8
3,8,9.3,10.7
11,6.6,9.53,12.6
2,7.5,7.75,8
5,6.3,6.48,6.7
7,5.6,6.43,7.2
4,6.3,7.7,10.3
5,6,6.36,6.6
5,6.5,7.1,7.7
3,9.7,11.7,12.8
1,6.7,6.7,6.7
3,6.6,6.87,7.2
5,8.1,9.68,10.9
2,8.8,8.85,8.9
3,8.2,8.57,9
2,12.1,12.9,13.7
7,8.9,10.79,14.6
1,6.4,6.4,6.4
4,8.1,8.5,8.9
2,5.2,5.3,5.4
9,6.9,7.76,8.6
5,6.1,6.36,6.6
9,5.5,6.68,7.7
3,7.2,8,8.6
4,6.1,6.33,6.5
7,7.3,8.11,8.8
5,7.3,7.76,8.2
2,5.8,6.2,6.6
5,7.6,8.14,8.8
8,6.2,7.04,7.6
3,8.8,9.2,9.8
6,8.5,9.75,10.7
7,7.2,8.1,9.4
2,11,11.2,11.4
6,5.8,6.5,6.7
4,5.7,6.48,7.3
5,8.6,10.36,12.4
10,6.6,7.3,8.4
3,7.1,7.83,8.3
4,7.1,7.3,7.6
4,5,5.18,5.4
4,9.3,11.75,13.1
5,7.4,8.64,10.4
6,5.3,5.93,7.3
6,6.3,7.15,8.3
2,7.7,8.3,8.9
3,7.2,7.77,8.8
3,7.8,8.7,10.2
6,6.7,8.87,14
2,9.7,9.75,9.8
3,11.1,11.4,11.8
2,9.8,10.15,10.5
4,6.6,6.83,7.1
2,5.9,6.4,6.9
4,6,6.35,6.8
6,7.4,7.87,8.3
7,5.1,5.4,5.7
5,8.5,11.5,15.4
3,5.9,7.17,8.4
6,5.8,6.37,6.7
5,6.5,6.7,6.9
7,8.4,10.2,12
7,6.9,8.3,8.9
3,10.8,11.57,12.1
6,5.8,6.27,6.7
5,6.7,7.86,8.3
3,7.2,7.57,8.1
7,5.8,6.64,7.1
5,7.1,8.58,9.5
1,5.6,5.6,5.6
4,6.8,8.83,11.7
1,6.3,6.3,6.3
2,6.3,6.35,6.4
4,7.3,7.7,8.2
5,7.2,9.74,11.9
5,6,6.22,6.6
3,7.5,7.63,7.8
2,5.9,6,6.1
5,6,6.74,7.5
3,6.7,9.87,12
4,8,9.8,12.5
4,6.5,6.75,6.9
5,5.9,7.82,10.7
5,12.8,13.54,15
12,6.1,7.68,9
3,7.3,7.5,7.6
7,6,7.4,9
5,6.2,8.6,11.6
2,12.5,13.25,14
3,10.8,10.8,10.8
13,5.8,7.18,7.8
9,5.6,6.48,7.8
6,9.8,11.4,12.8
9,6.2,7.27,8.9
10,5.9,6.23,6.6
6,6.1,6.92,7.6
3,6.2,6.4,6.8
6,8.2,9.38,10.7
6,8.4,8.73,9.2
4,6.4,7.08,8.3
4,11.6,12.93,14
1,10.7,10.7,10.7
3,7.7,9.93,13
6,6.5,6.92,7.6
5,6.4,6.9,7.4
7,8.9,10.54,11.7
4,6.9,7.65,8.7
1,14,14,14
6,6.5,7.2,7.8
5,8,8.86,11.1
3,6.4,6.8,7.5
5,7,8.96,11.6
4,7,8.5,10.8
3,5.8,6.33,6.8
8,5.7,6.94,7.8
2,7,8.85,10.7
5,6.5,6.72,6.8
3,9.4,9.97,10.8
6,5.7,7.12,9.3
5,13.4,13.68,14
8,7.2,7.99,8.6
5,6.7,8.24,9.6
2,7.9,8.4,8.9
6,8.7,9.27,10
4,7.5,9.1,10.2
8,6.6,7.04,7.5
3,11.8,12.3,13.3
4,7.9,8.93,10.9
1,13.1,13.1,13.1
6,6.3,7.3,8.2
2,8.2,8.3,8.4
3,7.7,7.93,8.2
5,6.9,11.06,14
3,5.6,5.63,5.7
6,7.2,10.38,12.4
2,6.8,7.1,7.4
5,10.1,10.94,13.2
5,7.1,10.92,14
1,7.6,7.6,7.6
3,7.6,8.23,8.6
3,5.9,6.37,6.8
7,7.4,8.54,10.1
5,6.7,6.94,7.8
7,7.9,8.63,9.1
6,7.6,10.57,13.7
3,6.9,8.23,9.1
6,8.2,9.12,10.1
2,6.8,7,7.2
1,13,13,13
3,6.9,7.57,8.2
5,8,8.9,10.1
2,8.9,9.3,9.7
10,7.4,8.19,9.4
6,7.5,8.22,8.8
1,7.1,7.1,7.1
5,4.8,7.14,8.7
3,6.8,8.53,11.5
2,7.7,7.7,7.7
5,11.6,13.16,13.8
4,7.3,8.3,8.9
5,5.5,6.58,7.4
6,6.7,7.07,7.6
4,6,6.33,6.7
6,7.9,10.27,12.8
4,6.3,6.53,6.7
3,13.3,14.67,15.7
4,6.2,7.43,8.7
4,5.9,7.3,8.5
4,7.4,8.7,10.9
7,7,7.34,7.8
3,5.6,5.9,6.4
8,8,9.98,13.6
7,7,8.31,9.4
5,6.6,6.9,7.8
1,6.9,6.9,6.9
1,6.1,6.1,6.1
5,9.1,10.84,12
3,7.2,7.77,8.6
6,7,7.88,9.4
3,6.2,6.5,6.8
2,10,10.75,11.5
5,7,7.24,7.5
6,7.6,8.75,10.3
7,7.1,9.77,15.3
8,9.2,10.1,11.7
5,5.9,8.32,11.9
2,7.6,7.75,7.9
4,9.5,13,14.5
5,5.8,6.36,7
5,7.4,7.74,8.7
6,6,6.4,6.7
2,10.6,10.7,10.8
3,5.5,5.7,6
3,6.8,6.97,7.1
4,5.8,6.13,6.5
4,5,5.38,5.9
1,8.2,8.2,8.2
2,10.8,10.95,11.1
9,4.6,4.89,5.2
9,8.3,9.22,9.9
8,5.7,6.8,9.2
1,9.2,9.2,9.2
3,6.1,6.37,6.7
9,7,8.8,10.2
4,6.2,9.93,14
9,6.9,7.36,8.3
4,10.3,10.98,11.4
2,6.8,6.85,6.9
4,6.2,6.5,6.7
3,5.4,5.63,5.8
2,5.1,5.15,5.2
3,6.4,6.87,7.4
6,6.7,8.82,11.4
6,6.8,7.78,10.1
7,6.4,8.56,11.2
5,6.1,6.36,6.5
3,6.8,8.07,8.9
7,7.7,10.2,12.9
4,10.6,11.45,13
3,6.4,6.9,7.3
1,8.7,8.7,8.7
3,9,9.7,10.7
2,8.2,10.45,12.7
4,10.8,11.63,12.6
6,8.1,10.42,12.4
2,4.8,6.9,9
5,7.4,9.06,10.9
2,12.3,12.4,12.5
5,6,6.74,8.3
4,7.1,8.43,9.9
5,10.3,11.88,14
3,7.1,7.7,8.4
5,4.9,8.22,11.2
3,10,11.13,13
15,5.4,6.83,8.5
3,7.2,8.23,9.1
2,6.4,6.55,6.7
2,5.2,5.45,5.7
4,7.1,7.95,9
11,7.3,7.9,9.1
4,5.6,6.28,6.8
3,6.6,7.07,7.8
1,8.1,8.1,8.1
2,10.7,11.05,11.4
3,6.9,7.87,8.5
4,8.7,9.95,11.1
4,10.5,12.83,15.1
2,7.5,7.8,8.1
3,9.1,10.8,12.5
3,10.7,12.07,13.4
2,7.9,8.55,9.2
9,6.5,7.57,9.7
2,4.6,5.25,5.9
6,5.8,7.28,9.8
7,5.4,6,6.5
2,6,6.15,6.3
6,5.6,6.42,7.2
7,8.4,9.8,10.9
5,6.9,7.46,7.7
7,7.1,8.44,9.1
4,5.5,5.78,6
2,7.5,7.95,8.4
5,9.3,10.18,12.1
1,6.6,6.6,6.6
7,7,7.8,9
5,6.6,7.38,8.8
2,7.2,7.55,7.9
7,5.8,6.33,6.7
2,4.5,4.7,4.9
3,7.1,7.6,8.3
4,6.1,7.4,10
10,6,7.5,11.4
4,4.7,6.78,7.6
6,6.1,6.62,7.3
1,6.8,6.8,6.8
5,5.9,6.82,10.1
4,9.1,9.58,10.1
1,10.2,10.2,10.2
4,7.3,8,8.6
6,7.1,7.4,7.7
6,7.4,7.77,8.5
4,7.4,7.6,7.8
6,9,9.33,10.1
5,6.7,7,7.5
5,6.7,7.36,7.7
3,8.8,10.57,12
6,6.1,6.55,6.9
12,6.4,7.06,7.9
3,9.5,10.33,11.3
8,10.6,11.7,12.7
5,9.3,9.5,9.9
5,7.1,7.78,8.4
5,8.6,9.26,10.1
2,6.8,7.65,8.5
4,11.4,11.9,13.1
4,7.2,8.03,8.9
7,6.7,7.2,7.7
6,5.9,6.18,6.6
5,9,12.18,14.6
10,5.3,5.59,6
5,9.2,10.96,12.5
4,7.1,8,9.8
2,7.9,8.3,8.7
2,5.9,6.05,6.2
6,8.5,11.48,13.4
5,6.9,8.18,9.3
4,6,6.55,7.4
6,6.9,8.52,11.8
2,7.6,7.9,8.2
5,7.3,8.22,9
7,6.8,8.21,9.3
6,8,9.38,11.3
2,7.1,7.35,7.6
6,6.1,6.9,9
4,5.2,7.95,11.2
3,6.4,6.73,7
11,10.1,10.73,11.6
3,8.5,9.7,12.1
4,9.8,10.18,10.6
3,4.3,4.63,5.2
2,7,7.05,7.1
1,10.6,10.6,10.6
3,7.7,8.2,8.8
6,7.5,8.38,9.2
2,9.4,9.6,9.8
4,8.5,9.98,11.7
5,5.6,6.1,6.6
2,8.3,8.9,9.5
4,8.3,10.38,11.6
12,6.1,6.36,7.1
4,6.8,7.08,7.7
6,7.2,8.32,9.5
4,7.7,9.68,11
5,9.4,10.94,12.2
8,8.6,9.98,12.1
4,6.5,6.65,6.8
7,8.3,9.24,10.4
5,7.4,8.64,9.4
4,7.7,8.33,9.2
15,8.1,9.07,10.6
4,6.4,6.95,8.1
3,9.4,9.6,9.7
5,5.4,5.46,5.6
4,6.2,6.85,7.5
8,5.6,5.84,6.1
4,7,7.45,7.8
7,7.3,7.96,8.6
3,7.3,9.2,12.7
4,7.6,7.9,8.3
3,9.7,10.3,10.9
5,7.6,9.44,12
5,10.1,10.66,11.4
4,6.4,6.9,7.6
2,8,9.95,11.9
8,6.7,7.2,8
2,6.8,7.15,7.5
1,7.2,7.2,7.2
5,5.9,6.14,6.3
4,6.2,6.43,6.6
12,6.4,7.28,8.3
5,5.9,7.3,8.9
5,7.4,7.86,8.5
3,6.8,7.5,8.4
7,8.2,9.49,10.6
5,9.8,10.54,11.7
3,5.3,5.87,6.6
2,12.8,13,13.2
6,6.8,8.6,12.1
3,8.5,10.03,11.6
3,5.1,5.7,6.1
4,6,8.45,10.3
3,6.6,6.83,7.1
2,7.6,8.2,8.8
7,6.8,7.21,8.2
6,6,7.82,9
3,6.6,8.87,12.1
5,6.9,7.58,8.6
3,6,6.17,6.4
6,7.3,7.85,8.5
2,6.1,6.5,6.9
4,5.3,6.58,7.2
3,6.8,7.27,8
1,8.4,8.4,8.4
4,6.9,7.5,8.1
6,7.3,8.12,9
1,6.7,6.7,6.7
4,11.4,12.2,13.4
4,6.8,6.85,7
11,6.8,7.16,7.6
5,5.2,5.76,6.3
4,5.8,6.65,7.5
5,7.2,7.68,8.3
3,6.8,8.63,11.7
6,5.3,5.93,6.5
2,8.4,8.45,8.5
11,5.1,5.48,6.1
5,6.4,7.42,7.9
1,6.8,6.8,6.8
8,6.7,8.79,10.3
5,7.4,8.02,8.8
8,7.1,8.41,9.9
6,7.8,8.45,9.7
4,5.7,5.8,5.9
3,6.6,8,10.3
2,6.3,6.5,6.7
3,6.6,7.13,7.7
5,9.9,11.74,14
3,10.1,10.3,10.5
6,7.5,8.28,9.7
9,7.1,7.9,10
2,8.2,8.45,8.7
3,8.5,8.73,9.1
4,10.1,10.8,11.9
4,9.1,9.83,10.6
4,8.6,10.43,12.7
4,11.4,12.75,14
6,5.3,5.83,6.2
4,6.8,7.88,9.9
6,6.9,7.6,8.7
7,6.5,7.47,8.1
7,7.4,8.91,10.2
6,5.7,6.12,6.9
9,6.8,7.98,9.8
2,8,9.05,10.1
3,7.8,8.17,8.8
3,7.9,9.73,10.8
2,5.8,6,6.2
6,8.4,9,10
2,5.9,5.95,6
4,6.7,7.6,9
2,6.7,6.8,6.9
3,7,7.43,7.7
4,7.9,8.78,9.6
5,6.4,8.36,13
4,7.5,7.7,8
3,8.5,10,10.8
3,6.7,6.83,6.9
1,4.9,4.9,4.9
6,6.8,7.02,7.6
4,10.2,11.55,12.5
5,6.2,6.56,6.8
3,5.8,6.03,6.2
1,6,6,6
2,7,7.1,7.2
7,6.8,7.39,7.9
3,8.6,8.9,9.1
4,6.2,6.88,7.6
5,5.9,6.82,8
2,7.8,10.9,14
5,5.3,5.88,7.2
4,5.9,6.25,6.5
4,6,6.83,7.9
4,6.2,7.7,10.6
4,8.3,10.43,12.3
9,6.2,7.28,9.3
3,5.9,6.03,6.2
5,8.8,9.84,10.3
5,5.8,6.12,6.4
2,13.2,13.6,14
6,7.3,8.73,10.3
2,5.6,5.65,5.7
9,7.3,8.23,10.1
6,6.5,7.5,8.1
6,10,10.7,12.6
5,6.4,6.7,7
2,5.7,7.55,9.4
4,6.5,7.58,8.9
9,6.2,6.81,7.9
4,8,8.63,9.1
1,9.5,9.5,9.5
8,7.2,8.44,9.9
10,7.6,8.31,8.8
2,5.3,5.35,5.4
6,5.5,6.28,7.4
7,5.4,5.66,5.9
2,6.8,6.9,7
4,5.7,6.08,6.2
5,7.4,8.52,9.4
6,8.4,9.43,10.8
2,7.8,8.05,8.3
6,9.4,12.05,13.7
9,9,10.7,11.9
4,6.5,6.73,7
2,6,6.1,6.2
8,8.2,9.23,10.2
4,7.1,8.18,9.3
8,8.8,9.73,11.3
2,6.9,7,7.1
2,11.6,11.85,12.1
5,5.8,7.08,7.9
4,8,8.38,8.8
8,6.2,6.91,7.9
4,10.3,11.4,13
7,6.5,7.29,8.8
9,7.1,8.42,9.4
4,10,10.33,10.9
5,8.4,8.6,8.8
1,10.2,10.2,10.2
5,7.5,8.2,9.3
6,6.6,7.45,9.1
8,7.1,8.04,10
3,6.5,6.6,6.7
3,5.3,5.9,6.6
2,7.1,7.2,7.3
14,5.8,6.94,8.5
10,6.6,9.37,11.5
10,8.4,9.05,10
7,7.9,8.51,9.8
4,8.5,9.95,12.1
2,6.2,9,11.8
4,7.5,7.78,8.2
7,5.6,6.01,6.5
5,7.2,9.36,11.7
5,9,9.5,10.8
3,7.7,7.9,8.3
5,5.7,5.86,6
7,5.9,6.16,6.5
5,7.4,8.04,9
6,7.7,8.5,9.6
3,9.7,9.9,10.2
1,6.7,6.7,6.7
7,6.8,7.5,7.9
4,6.9,7.23,7.8
3,10.3,11.6,12.5
4,5.4,5.93,6.4
5,6.7,9.82,14
5,5.8,7.18,8.1
2,8.2,9.1,10
4,6.4,6.7,7
4,7.2,8.73,9.5
3,6.2,6.53,7
6,11.1,12.93,15.9
4,7.4,8.45,9.5
2,7.5,8.65,9.8
4,10.4,11.68,13.1
5,8.1,8.64,9.7
6,6.4,7.68,8.4
3,6.8,8.23,10.9
4,6.3,6.55,6.8
7,7.1,8.63,9.7
1,7.5,7.5,7.5
7,8.2,10.79,13.2
10,5.3,7.69,9.1
2,6.4,7.3,8.2
3,9.8,9.93,10.1
3,6.2,6.53,7
6,7.4,8.97,10.5
3,6.6,7.03,7.3
5,6.3,8,8.8
6,7.8,9.02,11
9,5.9,7.63,9
8,6.9,7.56,8.2
1,9.4,9.4,9.4
2,6.3,6.65,7
11,7.4,8.44,10.1
11,8.1,9.3,10.5
5,5.8,6.6,7.4
3,7.1,7.43,7.7
4,8.6,9.83,11.5
5,5.5,5.7,5.8
7,9.6,10.84,13
8,9.3,10.55,12.4
8,9.8,11.71,13.5
2,5.3,5.4,5.5
1,7.4,7.4,7.4
5,5.8,6,6.4
2,6.2,6.55,6.9
5,7.9,8.38,8.8
8,6.8,7.23,7.8
2,10.6,11.45,12.3
8,8,8.91,10.4
2,9.3,10.15,11
3,8.7,9.1,9.8
5,8.1,9.68,10.8
4,6.7,6.8,7.1
14,7.9,9.88,11.5
7,5.3,5.8,6.6
7,6.6,6.81,7.2
3,10.2,10.93,12.2
6,6.3,7.05,8.8
1,7.5,7.5,7.5
3,6.8,7,7.2
5,7.5,8.22,8.9
4,8,8.78,10.2
5,8.8,9.78,11.1
6,8.1,9.33,11.4
6,7.7,8.33,9.5
2,8.3,8.55,8.8
2,5.8,5.85,5.9
7,6,6.61,7.4
3,8.6,10.47,11.8
10,7.2,9.15,12.7
3,10.9,13.3,15.4
1,6.5,6.5,6.5
5,8.2,9.56,12.5
5,8.6,9.26,10
3,6.7,6.87,7
5,5.8,5.86,6
4,6.7,7.8,9.9
5,6.3,8.1,9.6
4,10.6,12.45,14
8,5.8,8.64,10.5
9,9.2,11.48,14
4,6.6,7.35,9.1
11,7.4,8.5,10.8
6,6.5,7.03,8
7,8.6,9.41,10.3
3,7.2,8.23,8.8
2,5.5,5.95,6.4
2,9.3,10.7,12.1
9,4.3,4.74,5.5
5,5.9,7.02,7.8
5,7.3,8.36,9.8
3,6.2,7.9,9
3,5.8,5.93,6.2
5,5.8,6.18,6.5
6,9.7,12.42,18
8,7.3,7.94,9.2
9,7.7,8.59,9.3
1,10.7,10.7,10.7
1,11.9,11.9,11.9
7,6.5,7.23,8.5
8,6.3,7.3,8
8,4.7,5.04,5.8
8,9.4,10.93,12.4
7,7.2,9.23,10.9
4,7.9,9,10
7,6.8,7.59,9.3
3,9.1,9.27,9.5
3,6.4,7.13,7.8
6,6.1,8.1,10.8
4,5.1,5.53,6.6
2,10.1,11.5,12.9
7,6.5,6.86,7.2
2,7.5,8.55,9.6
1,7.2,7.2,7.2
4,8,8.78,9.3
3,8.4,8.87,9.7
4,6.1,7.45,8.8
4,6.2,7.6,9.1
12,5.5,8.11,11.1
1,8.3,8.3,8.3
6,6,7.33,9.5
6,9.6,11.27,12.6
4,7.1,7.85,8.2
5,6.9,8.96,11.2
5,7.6,8.36,9.1
3,8.1,8.53,8.9
6,5.9,6.35,6.7
6,5.4,6.08,7
1,11.4,11.4,11.4
3,11.7,11.97,12.3
5,10.8,11.38,12.1
1,8,8,8
1,11.6,11.6,11.6
5,6.2,8.38,13.1
3,5.4,6.1,7.4
4,5.2,5.3,5.4
4,10.3,13.03,15
3,6.8,7.17,7.5
8,8.6,8.95,9.4
4,6.6,6.85,7.2
5,6,6.26,6.7
8,5.5,8.45,13.6
3,6.5,7.07,7.4
7,6.8,7.31,7.8
3,8.5,9.5,11.4
4,8.1,10.13,12.1
3,6.8,7.07,7.3
6,11.5,13.18,15.1
1,7,7,7
9,8,8.66,9.5
6,6.4,6.52,6.7
9,7.7,8.72,10.2
3,8.4,9.5,11.6
5,6.1,6.46,6.7
6,6.5,8.2,11
4,8.5,9.28,10
2,7.2,7.2,7.2
6,7.6,8.13,8.5
6,6.3,6.83,7.7
6,6.4,7.28,9.1
1,7.1,7.1,7.1
1,7.2,7.2,7.2
4,4.8,6.15,7.1
10,7.5,8.46,9.3
6,6.4,7.32,8.9
6,7.9,10.58,15.2
2,9.5,11.6,13.7
2,8.6,8.85,9.1
5,7.6,7.82,8.1
5,8.3,11.38,14
3,8.9,10.2,10.9
2,10.1,10.9,11.7
1,7.4,7.4,7.4
4,4.7,4.85,5
2,8.7,9.05,9.4
2,6.9,7,7.1
5,6.9,7.48,8
4,10.4,11.18,11.9
3,7.4,9.3,11.4
5,6.2,6.7,7.6
2,13.2,13.9,14.6
4,7.9,8.25,8.7
6,5.2,6.08,8.4
4,9,10.28,11.9
4,7.3,8.28,9.2
6,7.9,9.17,11
4,7.7,8.35,9.2
2,7.1,7.2,7.3
1,12.2,12.2,12.2
3,9.2,9.53,10
8,6.2,6.84,7.4
3,6.6,6.77,7
3,6.1,8.9,14.1
4,8,9.1,10
8,6.6,7.03,7.7
3,7,7.23,7.4
8,5.3,5.49,5.6
4,9.6,10.33,11
1,7.3,7.3,7.3
2,8.1,8.25,8.4
5,7.3,7.62,8.2
4,6.9,7.25,7.4
10,6.6,7.63,9
2,12.7,13.95,15.2
